Project Name,Field Number,Stream depth (m),Year
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-200824-004A,1.84,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-200824-005A,1.03,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-200824-005A,1.04,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-200824-005A,1.02,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-210824-001A,0.8,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-210824-001A,0.85,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-210824-001A,0.96,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-210824-002A,0.84,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-210824-002A,0.91,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-210824-002A,0.88,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-210824-003A,1.01,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-210824-003A,1.05,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-210824-003A,0.91,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-210824-004A,0.84,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-210824-004A,1.05,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-210824-004A,0.97,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-210824-005A,1.02,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-210824-005A,1.04,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-210824-005A,1,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-220824-001A,0.87,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-220824-001A,0.78,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-220824-001A,0.88,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-220824-002A,0.77,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-220824-002A,1.03,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-220824-002A,1.12,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-220824-003A,0.95,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-220824-003A,1.05,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-220824-003A,1.06,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-220824-004A,0.15,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-220824-004A,1.26,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-220824-004A,1.36,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-220824-005A,0.85,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-220824-005A,1.1,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-220824-005A,0.94,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-260824-001A,0.49,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-260824-001A,0.68,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-260824-001A,0.69,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-260824-002A,0.13,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-260824-002A,0.66,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-260824-002A,0.58,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-260824-003A,0.16,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-260824-003A,0.55,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-260824-003A,0.53,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-260824-004A,0.98,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-260824-004A,0.9,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-260824-004A,0.88,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-260824-005A,0.88,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-260824-005A,0.89,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-260824-005A,0.97,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-270824-001A,0.8,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-270824-001A,1.01,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-270824-001A,1,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-270824-002A,0.61,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-270824-002A,0.51,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-270824-002A,0.56,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-270824-003A,0.68,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-270824-003A,1.8,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-270824-003A,1.95,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-270824-004A,0.28,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-270824-004A,0.89,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-270824-004A,0.89,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-270824-005A,0.47,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-270824-005A,0.58,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-270824-005A,0.77,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-280824-001A,0.05,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-280824-001A,0.56,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-280824-001A,0.6,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-280824-002A,0.45,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-280824-002A,0.73,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-280824-002A,1.17,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-280824-003A,0.89,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-280824-003A,0.98,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-280824-003A,0.98,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-280824-004A,0.46,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-280824-004A,0.88,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-280824-004A,0.84,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-280824-005A,0.86,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-280824-005A,1.02,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-280824-005A,0.97,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-280824-006A,0.67,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-280824-006A,0.9,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-280824-006A,0.91,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-290824-001A,0.57,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-290824-001A,1.38,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-290824-001A,1.28,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-290824-002A,0.93,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-290824-002A,1.12,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-290824-002A,1.16,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-290824-003A,0.26,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-290824-003A,1.3,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-290824-003A,1.2,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-290824-004A,0.48,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-290824-004A,1.09,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-290824-004A,1.06,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-290824-005A,0.79,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-290824-005A,1.41,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-290824-005A,1.17,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-290824-006A,0.62,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-290824-006A,1.2,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-290824-006A,1.2,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-030924-001A,0.52,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-030924-001A,1.42,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-030924-001A,1.17,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-030924-002A,0.97,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-030924-002A,1.05,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-030924-002A,1.05,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-030924-003A,0.68,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-030924-003A,1.01,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-030924-003A,0.91,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-030924-004A,1.05,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-030924-004A,1.04,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-030924-004A,0.95,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-030924-005A,0.39,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-030924-005A,0.61,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-030924-005A,0.74,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-040924-001A,0.97,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-040924-001A,0.92,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-040924-001A,0.94,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-040924-002A,0.32,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-040924-002A,0.8,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-040924-002A,0.82,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-040924-003A,0.89,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-040924-003A,0.89,2024
2024 Lake Chubsucker - St. Clair NWA,2024-LCS-NWA-040924-003A,0.92,2024
